"DateUsedForStatisticsYear","DateUsedForStatisticsISO","weekly_rainfll_mean","wekly_temp_mean","ILI_per_100000_00_04","ILI_per_100000_05_14","ILI_per_100000_15_64","ILI_per_100000_65_plus","ILINumberOfCases_per_100000"
2010,"2010-W23",3.07965731540411,12.5672916451938,"0","0","1.830607762","0","1.255251134"
2010,"2010-W24",0.500957327683126,12.9893826352406,"0","0","1.220405175","0","0.836834089"
2010,"2010-W25",0.561762518231323,14.6600062114251,"5.918210333","0","1.230708642","0","1.265854832"
2010,"2010-W26",3.2712423029449,14.9360945071057,"11.92179304","3.205128205","2.479190296","3.849707422","3.39998725"
2010,"2010-W27",4.62908565815014,14.3708817820466,"0","0","1.246486466","0","0.854719118"
2010,"2010-W28",4.48507767126688,14.1094187216978,"0","0","0","3.933291378","0.434225667"
2010,"2010-W29",3.79463931894597,14.5861372950822,"0","0","1.220405175","3.790032215","1.255251134"
2010,"2010-W30",1.45441436198562,15.2516937687562,"0","0","1.220405175","0","0.836834089"
2010,"2010-W31",0.973150827646253,14.6697734418553,"0","0","3.083279376","0","2.114209603"
2010,"2010-W32",1.36508495814339,14.1338139851241,"0","0","1.920614597","0","1.316979376"
2010,"2010-W33",2.418191466313,14.8177915202003,"0","0","3.661215524","0","2.510502268"
2010,"2010-W34",1.37402542763363,13.8600565436618,"0","0","3.051012936","3.790032215","2.510502268"
